GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),54329.16066147826,,,,,Summary1.As1,BULGARIA,1992,Subsector,1. Energy
                                           Sectoral approach(2),51582.288718731485,14.55162686857139,1.15252316054272,,,Summary1.As1,BULGARIA,1992,Subsector,1. Energy
1.  Energy industries,28982.27087374444,0.368398955,0.3615652125,,,Summary1.As1,BULGARIA,1992,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,13371.501050054812,0.65597050965389,0.16304034031349,,,Summary1.As1,BULGARIA,1992,Subsector,1. Energy
3.  Transport,3789.562411425559,1.6347046962594,0.22190106034074,,,Summary1.As1,BULGARIA,1992,Subsector,1. Energy
4.  Other sectors,5361.831531142548,11.8920133870122,0.40385926480488,,,Summary1.As1,BULGARIA,1992,Subsector,1. Energy
5.  Other,77.12285236412731,0.0005393206459,0.00215728258361,,,Summary1.As1,BULGARIA,1992,Subsector,1. Energy
B. Fugitive emissions from fuels,138.43899037483766,79.24818350944955,0.00035305264103,,,Summary1.As1,BULGARIA,1992,Subsector,1. Energy
1.  Solid fuels,60.60684000000001,73.35856082349927,,,,Summary1.As1,BULGARIA,1992,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,77.83215037483764,5.88962268595027,0.00035305264103,,,Summary1.As1,BULGARIA,1992,Subsector,1. Energy
