GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
B.  Chemical industry,2291.609106059223,0.454748126,3.04088084151551,,,Summary1.As1,BULGARIA,1994,Subsector,2.  Industrial processes and product use
C.  Metal industry,2906.0576240593514,1.333987,,,,Summary1.As1,BULGARIA,1994,Subsector,2.  Industrial processes and product use
D.  Non-energy products from fuels and solvent use ,44.4884,,,,,Summary1.As1,BULGARIA,1994,Subsector,2.  Industrial processes and product use
F.  Product uses as substitutes for ODS,,,,0.99706864828493,,Summary1.As1,BULGARIA,1994,Subsector,2.  Industrial processes and product use
G.  Other product manufacture and use ,48.03575886569047,,0.1181722190782,,0.00020299943359,Summary1.As1,BULGARIA,1994,Subsector,2.  Industrial processes and product use
H.  Other(3),,,,,,Summary1.As1,BULGARIA,1994,Subsector,2.  Industrial processes and product use
