GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),45166.486877627685,,,,,Summary1.As1,BULGARIA,2002,Subsector,1. Energy
                                           Sectoral approach(2),40298.938855482746,13.0924586064389,0.9978760134041,,,Summary1.As1,BULGARIA,2002,Subsector,1. Energy
1.  Energy industries,25007.74276423714,0.277147624,0.326182256,,,Summary1.As1,BULGARIA,2002,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,7055.3944637737395,0.42729890898908,0.07678765526973,,,Summary1.As1,BULGARIA,2002,Subsector,1. Energy
3.  Transport,5750.132159400799,1.39251618429517,0.20832545451578,,,Summary1.As1,BULGARIA,2002,Subsector,1. Energy
4.  Other sectors,2427.7445789563776,10.99509082,0.384960371,,,Summary1.As1,BULGARIA,2002,Subsector,1. Energy
5.  Other,57.92488911468786,0.00040506915465,0.00162027661859,,,Summary1.As1,BULGARIA,2002,Subsector,1. Energy
B. Fugitive emissions from fuels,120.9723539347219,57.63644429644232,0.00062168965035,,,Summary1.As1,BULGARIA,2002,Subsector,1. Energy
1.  Solid fuels,34.6669984,50.3711669832007,,,,Summary1.As1,BULGARIA,2002,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,86.3053555347219,7.26527731324162,0.00062168965035,,,Summary1.As1,BULGARIA,2002,Subsector,1. Energy
