GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),18550.762429230344,,,,,Summary1.As1,EST,1995,Subsector,1. Energy
                                           Sectoral approach(2),17456.323077245543,2.04633902616334,0.15246564295924,,,Summary1.As1,EST,1995,Subsector,1. Energy
1.  Energy industries,13791.472837409732,0.05628294181681,0.01991160114109,,,Summary1.As1,EST,1995,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,1498.6508149035494,0.06489286992871,0.01234167565616,,,Summary1.As1,EST,1995,Subsector,1. Energy
3.  Transport,1546.91131645586,0.49491883449857,0.09242131503898,,,Summary1.As1,EST,1995,Subsector,1. Energy
4.  Other sectors,619.2881084764017,1.43024437991925,0.02779105112301,,,Summary1.As1,EST,1995,Subsector,1. Energy
B. Fugitive emissions from fuels,0.04632146135086,1.2199613684256,,,,Summary1.As1,EST,1995,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,0.04632146135086,1.2199613684256,,,,Summary1.As1,EST,1995,Subsector,1. Energy
A.  Mineral industry,364.3633923724706,,,,,Summary1.As1,EST,1995,Subsector,1. Energy
B.  Chemical industry,207.8252792552031,,,,,Summary1.As1,EST,1995,Subsector,1. Energy
