GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
D.  Non-energy products from fuels and solvent use ,24.27436887493573,,,,,,Summary1.As1,EST,2007,Subsector,2.  Industrial processes and product use
F.  Product uses as substitutes for ODS,,,,163.06457266210157,,,Summary1.As1,EST,2007,Subsector,2.  Industrial processes and product use
G.  Other product manufacture and use ,,,0.016383525,,0.077519,4.540020984e-05,Summary1.As1,EST,2007,Subsector,2.  Industrial processes and product use
H.  Other(3),,,,,,,Summary1.As1,EST,2007,Subsector,2.  Industrial processes and product use
