GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
D.  Non-energy products from fuels and solvent use ,20.91397620136,,,,,Summary1.As1,EST,2001,Subsector,2.  Industrial processes and product use
F.  Product uses as substitutes for ODS,,,,91.65536597141411,,Summary1.As1,EST,2001,Subsector,2.  Industrial processes and product use
G.  Other product manufacture and use ,,,0.02402468343109,,7.358355198e-05,Summary1.As1,EST,2001,Subsector,2.  Industrial processes and product use
H.  Other(3),,,,,,Summary1.As1,EST,2001,Subsector,2.  Industrial processes and product use
