GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
D.  Non-energy products from fuels and solvent use ,24.9699819952,,,,,Summary1.As1,EST,1997,Subsector,2.  Industrial processes and product use
F.  Product uses as substitutes for ODS,,,,39.00849173447269,,Summary1.As1,EST,1997,Subsector,2.  Industrial processes and product use
G.  Other product manufacture and use ,,,0.02219591820565,,0.00012503939,Summary1.As1,EST,1997,Subsector,2.  Industrial processes and product use
H.  Other(3),,,,,,Summary1.As1,EST,1997,Subsector,2.  Industrial processes and product use
