GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),24754.415629009618,,,,,Summary1.As1,EST,1992,Subsector,1. Energy
                                           Sectoral approach(2),23863.632743002854,2.14011218487926,0.13726003845238,,,Summary1.As1,EST,1992,Subsector,1. Energy
1.  Energy industries,19704.991788499075,0.06074769171585,0.03086364759884,,,Summary1.As1,EST,1992,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,1948.396225263151,0.06188987084181,0.01225273971237,,,Summary1.As1,EST,1992,Subsector,1. Energy
3.  Transport,1134.28429146159,0.37047956984756,0.0716545802981,,,Summary1.As1,EST,1992,Subsector,1. Energy
4.  Other sectors,1075.9604377790356,1.64699505247404,0.02248907084307,,,Summary1.As1,EST,1992,Subsector,1. Energy
B. Fugitive emissions from fuels,0.05706114750763,1.50281086924428,,,,Summary1.As1,EST,1992,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,0.05706114750763,1.50281086924428,,,,Summary1.As1,EST,1992,Subsector,1. Energy
A.  Mineral industry,380.00030591181866,,,,,Summary1.As1,EST,1992,Subsector,1. Energy
B.  Chemical industry,145.43297149321802,,,,,Summary1.As1,EST,1992,Subsector,1. Energy
