GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),18299.32459921227,,,,,Summary1.As1,EST,2005,Subsector,1. Energy
                                           Sectoral approach(2),16501.64423707803,1.45265968195129,0.1912636269329,,,Summary1.As1,EST,2005,Subsector,1. Energy
1.  Energy industries,12600.378899768482,0.06452673855602,0.03521972047875,,,Summary1.As1,EST,2005,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,1031.1009319044174,0.07506287211765,0.01297203563608,,,Summary1.As1,EST,2005,Subsector,1. Energy
3.  Transport,2124.0430812483114,0.38662299799919,0.11915763858765,,,Summary1.As1,EST,2005,Subsector,1. Energy
4.  Other sectors,746.1213241568212,0.92644707327843,0.02391423223042,,,Summary1.As1,EST,2005,Subsector,1. Energy
B. Fugitive emissions from fuels,0.06359215019386,1.67481690579684,,,,Summary1.As1,EST,2005,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,0.06359215019386,1.67481690579684,,,,Summary1.As1,EST,2005,Subsector,1. Energy
A.  Mineral industry,413.58697646709993,,,,,Summary1.As1,EST,2005,Subsector,1. Energy
B.  Chemical industry,146.35546666666676,,,,,Summary1.As1,EST,2005,Subsector,1. Energy
