GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),52024.19072988748,,,,,,Summary1.As1,AUT,2015,Subsector,1. Energy
                                           Sectoral approach(2),51664.96381061291,13.7670986297619,2.10256467174438,,,,Summary1.As1,AUT,2015,Subsector,1. Energy
1.  Energy industries,10378.739087391476,1.02737024227988,0.35819883703515,,,,Summary1.As1,AUT,2015,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,10066.03708631297,0.82357965226842,0.43240030366359,,,,Summary1.As1,AUT,2015,Subsector,1. Energy
3.  Transport,22477.62520119753,0.68914093717327,0.77433203625771,,,,Summary1.As1,AUT,2015,Subsector,1. Energy
4.  Other sectors,8704.529904822593,11.22579778449157,0.53509465809803,,,,Summary1.As1,AUT,2015,Subsector,1. Energy
5.  Other,38.03253088834676,0.00121001354876,0.0025388366899,,,,Summary1.As1,AUT,2015,Subsector,1. Energy
B. Fugitive emissions from fuels,161.71332972894098,10.51547195439453,,,,,Summary1.As1,AUT,2015,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,161.71332972894098,10.51547195439453,,,,,Summary1.As1,AUT,2015,Subsector,1. Energy
A.  Mineral industry,2760.1186317469583,,,,,,Summary1.As1,AUT,2015,Subsector,1. Energy
