GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level,Parent_Sector
C. Grassland (4),723.4858065040844,0.9514713,,Summary1.As2,AUT,2007,Subsector,"4.  Land use, land-use change and forestry  (4)"
D. Wetlands (4),43.98882703610476,,,Summary1.As2,AUT,2007,Subsector,"4.  Land use, land-use change and forestry  (4)"
E. Settlements (4),657.9282913670318,,0.24610195701691,Summary1.As2,AUT,2007,Subsector,"4.  Land use, land-use change and forestry  (4)"
F. Other land (4),336.5120436082419,,0.03969396989612,Summary1.As2,AUT,2007,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-5045.275639295669,,,Summary1.As2,AUT,2007,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,87.357407588533,,Summary1.As2,AUT,2007,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,2.34147134293033,0.23615999945874,Summary1.As2,AUT,2007,Subsector,"4.  Land use, land-use change and forestry  (4)"
