GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),55886.14378131925,,,,,,Summary1.As1,AUT,1999,Subsector,1. Energy
                                           Sectoral approach(2),54335.11505333577,17.31633497172032,1.71905448142221,,,,Summary1.As1,AUT,1999,Subsector,1. Energy
1.  Energy industries,12586.989652502663,0.405593460643,0.1356888645949,,,,Summary1.As1,AUT,1999,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,9644.335856213258,0.69638927219418,0.3831158029186,,,,Summary1.As1,AUT,1999,Subsector,1. Energy
3.  Transport,17810.21059033307,1.3549518673366,0.4984197908182,,,,Summary1.As1,AUT,1999,Subsector,1. Energy
4.  Other sectors,14252.012863721508,14.85802677347296,0.69872922561227,,,,Summary1.As1,AUT,1999,Subsector,1. Energy
5.  Other,41.56609056527413,0.00137359807358,0.00310079747824,,,,Summary1.As1,AUT,1999,Subsector,1. Energy
B. Fugitive emissions from fuels,170.72432558844739,13.0336625594769,,,,,Summary1.As1,AUT,1999,Subsector,1. Energy
1.  Solid fuels,,0.990664948,,,,,Summary1.As1,AUT,1999,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,170.72432558844739,12.0429976114769,,,,,Summary1.As1,AUT,1999,Subsector,1. Energy
