GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
B.  Chemical industry,637.119316057529,1.40987641578509,2.66206634061431,,,,Summary1.As1,AUT,1994,Subsector,2.  Industrial processes and product use
C.  Metal industry,6774.1664257084385,0.21393922892628,,,,0.0156,Summary1.As1,AUT,1994,Subsector,2.  Industrial processes and product use
D.  Non-energy products from fuels and solvent use ,249.75423279101938,,,,,,Summary1.As1,AUT,1994,Subsector,2.  Industrial processes and product use
E.  Electronic industry ,,,,7.61112,64.074753,0.015288,Summary1.As1,AUT,1994,Subsector,2.  Industrial processes and product use
F.  Product uses as substitutes for ODS,,,,229.29910317786735,,,Summary1.As1,AUT,1994,Subsector,2.  Industrial processes and product use
G.  Other product manufacture and use ,,,0.44112636929374,,,0.00973364630529,Summary1.As1,AUT,1994,Subsector,2.  Industrial processes and product use
H.  Other(3),,,,,,,Summary1.As1,AUT,1994,Subsector,2.  Industrial processes and product use
