GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level
Total national emissions and removals,5720.237935922771,1351.5453906850796,22.97876433218845,31.41426757316738,153.277,0.00107088446875,Summary1.As1,NEW ZEALAND,1995,Total
