GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),PFCs(1),SF6 (kt),Sheet,Country,Year,Level
Total national emissions and removals,4937.337917097434,1305.9623750691,20.2433651030551,909.9493480000001,0.000876,Summary1.As1,NEW ZEALAND,1990,Total
