GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),SF6 (kt),Sheet,Country,Year,Level
Total national emissions and removals,30267.098357079907,76.81865392086704,5.34412403143891,2.1135e-06,Summary1.As1,ESTONIA,1991,Total
