GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
3.  Agriculture,145.48520058998906,176.20497618908598,8.66706084005325,Summary1.As2,AUT,2015,Sector
"4.  Land use, land-use change and forestry  (4)",-6709.577699063673,0.964378722,0.45085465290651,Summary1.As2,AUT,2015,Sector
5.  Waste,2.052,51.17639688046527,0.79151391414056,Summary1.As2,AUT,2015,Sector
