GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
International bunkers,2377.1390227588868,0.01721110364746,0.07958594147399,Summary1.As3,AUT,2016,Sector
CO2 emissions from biomass,23442.188168327313,,,Summary1.As3,AUT,2016,Sector
Long-term storage of C in waste disposal sites,30204.644156810045,,,Summary1.As3,AUT,2016,Sector
Indirect N2O,,,0.04606519187288,Summary1.As3,AUT,2016,Sector
