GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Sheet,Country,Year,Level
Total national emissions and removals,214.26160683408386,0.71489329907933,0.03552922012516,0.1465914427783,0.00052171736205,Summary1.As1,LIECHTENSTEIN,1993,Total
