GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Sheet,Country,Year,Level
Total national emissions and removals,229.68810432046052,0.71277310693842,0.03406554900435,2.23876920339353,0.00296566543248,Summary1.As1,LIECHTENSTEIN,1998,Total
