GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),30559.048199138535,,,,,,Summary1.As1,NEW ZEALAND,2012,Subsector,1. Energy
                                           Sectoral approach(2),30246.578763971353,6.38352757651497,0.99063408787051,,,,Summary1.As1,NEW ZEALAND,2012,Subsector,1. Energy
1.  Energy industries,7725.318172791784,0.11560242819615,0.05102008163585,,,,Summary1.As1,NEW ZEALAND,2012,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,5604.207114774088,1.24067263605154,0.20903402831125,,,,Summary1.As1,NEW ZEALAND,2012,Subsector,1. Energy
3.  Transport,12820.721856310885,1.2197899875157,0.52314309514551,,,,Summary1.As1,NEW ZEALAND,2012,Subsector,1. Energy
4.  Other sectors,4096.331620094595,3.80746252475158,0.2074368827779,,,,Summary1.As1,NEW ZEALAND,2012,Subsector,1. Energy
B. Fugitive emissions from fuels,1278.0768805321238,33.71331984287678,0.00042842820973,,,,Summary1.As1,NEW ZEALAND,2012,Subsector,1. Energy
1.  Solid fuels,,11.518744589728,,,,,Summary1.As1,NEW ZEALAND,2012,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,1278.0768805321238,22.19457525314878,0.00042842820973,,,,Summary1.As1,NEW ZEALAND,2012,Subsector,1. Energy
A.  Mineral industry,751.8809643899901,,,,,,Summary1.As1,NEW ZEALAND,2012,Subsector,1. Energy
