GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
C.  Metal industry,2243.773251881005,,,,48.12008574789,,Summary1.As1,NEW ZEALAND,2013,Subsector,2.  Industrial processes and product use
D.  Non-energy products from fuels and solvent use ,40.63606170312216,,,,,,Summary1.As1,NEW ZEALAND,2013,Subsector,2.  Industrial processes and product use
F.  Product uses as substitutes for ODS,,,,1198.179933380456,,,Summary1.As1,NEW ZEALAND,2013,Subsector,2.  Industrial processes and product use
G.  Other product manufacture and use ,,,0.1952,,0.0051692,0.00079758760945,Summary1.As1,NEW ZEALAND,2013,Subsector,2.  Industrial processes and product use
