GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs (1) (kt CO2 equivalent),Sheet,Country,Year,Level,Parent_Sector
A.  Enteric fermentation,,1141.5555320882863,,,Summary1.As2,NEW ZEALAND,2013,Subsector,3.  Agriculture
B.  Manure management,,60.20435698820704,0.35389861116358,,Summary1.As2,NEW ZEALAND,2013,Subsector,3.  Agriculture
D.  Agricultural soils,,,23.59761928388592,,Summary1.As2,NEW ZEALAND,2013,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,1.07561088413299,0.01870490977633,,Summary1.As2,NEW ZEALAND,2013,Subsector,3.  Agriculture
G. Liming,445.750844,,,,Summary1.As2,NEW ZEALAND,2013,Subsector,3.  Agriculture
H. Urea application,520.183746481076,,,,Summary1.As2,NEW ZEALAND,2013,Subsector,3.  Agriculture
A. Forest land (4),-28865.46536512089,0.4361367174254,0.80758013283977,,Summary1.As2,NEW ZEALAND,2013,Subsector,3.  Agriculture
B. Cropland (4),516.8719301130362,,0.03939743998805,,Summary1.As2,NEW ZEALAND,2013,Subsector,3.  Agriculture
C. Grassland (4),10037.659773261264,2.51995439133834,0.16570952245412,,Summary1.As2,NEW ZEALAND,2013,Subsector,3.  Agriculture
