GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),30796.75335176383,,,,,,Summary1.As1,NEW ZEALAND,2016,Subsector,1. Energy
                                           Sectoral approach(2),28687.45714803862,5.42242622321085,0.9123881122433,,,,Summary1.As1,NEW ZEALAND,2016,Subsector,1. Energy
1.  Energy industries,4192.978838312858,0.07174940646839,0.01429439873247,,,,Summary1.As1,NEW ZEALAND,2016,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,6731.561444871346,1.27656786859795,0.21621050263892,,,,Summary1.As1,NEW ZEALAND,2016,Subsector,1. Energy
3.  Transport,13739.714957663815,1.06954499317463,0.47061579143269,,,,Summary1.As1,NEW ZEALAND,2016,Subsector,1. Energy
4.  Other sectors,4023.2019071905975,3.00456395496988,0.21126741943922,,,,Summary1.As1,NEW ZEALAND,2016,Subsector,1. Energy
B. Fugitive emissions from fuels,1151.3111637266602,23.9482542173887,0.00051143023346,,,,Summary1.As1,NEW ZEALAND,2016,Subsector,1. Energy
1.  Solid fuels,,6.96108733990545,,,,,Summary1.As1,NEW ZEALAND,2016,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,1151.3111637266602,16.98716687748325,0.00051143023346,,,,Summary1.As1,NEW ZEALAND,2016,Subsector,1. Energy
A.  Mineral industry,726.7868899915335,,,,,,Summary1.As1,NEW ZEALAND,2016,Subsector,1. Energy
