GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs (1) (kt CO2 equivalent),Sheet,Country,Year,Level,Parent_Sector
A.  Enteric fermentation,,1116.3440877521418,,,Summary1.As2,NEW ZEALAND,2016,Subsector,3.  Agriculture
B.  Manure management,,62.45537676574325,0.36079909371788,,Summary1.As2,NEW ZEALAND,2016,Subsector,3.  Agriculture
D.  Agricultural soils,,,24.34172533235491,,Summary1.As2,NEW ZEALAND,2016,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,0.79659006837469,0.01384116460567,,Summary1.As2,NEW ZEALAND,2016,Subsector,3.  Agriculture
G. Liming,423.7549917333333,,,,Summary1.As2,NEW ZEALAND,2016,Subsector,3.  Agriculture
H. Urea application,574.3913043478261,,,,Summary1.As2,NEW ZEALAND,2016,Subsector,3.  Agriculture
A. Forest land (4),-26661.76685689582,1.07260129619472,0.69829269067439,,Summary1.As2,NEW ZEALAND,2016,Subsector,3.  Agriculture
B. Cropland (4),413.8741407324764,,0.03226522499049,,Summary1.As2,NEW ZEALAND,2016,Subsector,3.  Agriculture
C. Grassland (4),7203.051567301656,3.3028147667637,0.13216400218212,,Summary1.As2,NEW ZEALAND,2016,Subsector,3.  Agriculture
