GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs (1) (kt CO2 equivalent),Sheet,Country,Year,Level,Parent_Sector
A.  Enteric fermentation,,1179.3845305938619,,,Summary1.As2,NEW ZEALAND,2005,Subsector,3.  Agriculture
B.  Manure management,,41.59383182354172,0.24310878790505,,Summary1.As2,NEW ZEALAND,2005,Subsector,3.  Agriculture
D.  Agricultural soils,,,23.84860613751972,,Summary1.As2,NEW ZEALAND,2005,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,0.87506372671383,0.01523150094579,,Summary1.As2,NEW ZEALAND,2005,Subsector,3.  Agriculture
G. Liming,607.5053224325824,,,,Summary1.As2,NEW ZEALAND,2005,Subsector,3.  Agriculture
H. Urea application,456.59608303956134,,,,Summary1.As2,NEW ZEALAND,2005,Subsector,3.  Agriculture
A. Forest land (4),-32941.438413868585,0.42253875123527,0.92398324422161,,Summary1.As2,NEW ZEALAND,2005,Subsector,3.  Agriculture
B. Cropland (4),599.5205404909818,,0.04696746050348,,Summary1.As2,NEW ZEALAND,2005,Subsector,3.  Agriculture
C. Grassland (4),10905.993410934432,3.88836673677481,0.21749327753028,,Summary1.As2,NEW ZEALAND,2005,Subsector,3.  Agriculture
