GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs (1) (kt CO2 equivalent),Sheet,Country,Year,Level,Parent_Sector
A.  Enteric fermentation,,1151.3073485475425,,,Summary1.As2,NEW ZEALAND,2007,Subsector,3.  Agriculture
B.  Manure management,,42.74714961662597,0.25730037692491,,Summary1.As2,NEW ZEALAND,2007,Subsector,3.  Agriculture
D.  Agricultural soils,,,22.51096006269623,,Summary1.As2,NEW ZEALAND,2007,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,1.02928215049244,0.01791755289444,,Summary1.As2,NEW ZEALAND,2007,Subsector,3.  Agriculture
G. Liming,539.5252214512255,,,,Summary1.As2,NEW ZEALAND,2007,Subsector,3.  Agriculture
H. Urea application,456.29499433429015,,,,Summary1.As2,NEW ZEALAND,2007,Subsector,3.  Agriculture
A. Forest land (4),-36679.65147733087,0.77797981751073,0.8962871650311,,Summary1.As2,NEW ZEALAND,2007,Subsector,3.  Agriculture
B. Cropland (4),674.4683125638506,,0.04989742893389,,Summary1.As2,NEW ZEALAND,2007,Subsector,3.  Agriculture
C. Grassland (4),17992.399359977582,5.05849822656244,0.28944742442774,,Summary1.As2,NEW ZEALAND,2007,Subsector,3.  Agriculture
