GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
C.  Metal industry,1757.514860043092,,,909.9493480000001,0.00012,Summary1.As1,NEW ZEALAND,1990,Subsector,2.  Industrial processes and product use
D.  Non-energy products from fuels and solvent use ,25.17358492836587,,,,,Summary1.As1,NEW ZEALAND,1990,Subsector,2.  Industrial processes and product use
G.  Other product manufacture and use ,,,0.34377660773998,,0.000756,Summary1.As1,NEW ZEALAND,1990,Subsector,2.  Industrial processes and product use
