GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs (1) (kt CO2 equivalent),Sheet,Country,Year,Level,Parent_Sector
A.  Enteric fermentation,,1168.6343411348837,,,Summary1.As2,NEW ZEALAND,2001,Subsector,3.  Agriculture
B.  Manure management,,38.30338924773341,0.22188054144304,,Summary1.As2,NEW ZEALAND,2001,Subsector,3.  Agriculture
D.  Agricultural soils,,,22.36404886652139,,Summary1.As2,NEW ZEALAND,2001,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,1.03923258467856,0.01808885354751,,Summary1.As2,NEW ZEALAND,2001,Subsector,3.  Agriculture
G. Liming,602.9103513408795,,,,Summary1.As2,NEW ZEALAND,2001,Subsector,3.  Agriculture
H. Urea application,298.83573263535453,,,,Summary1.As2,NEW ZEALAND,2001,Subsector,3.  Agriculture
A. Forest land (4),-25715.38946829881,0.48961792030486,1.01331426935932,,Summary1.As2,NEW ZEALAND,2001,Subsector,3.  Agriculture
B. Cropland (4),509.78672858208665,,0.04120609070566,,Summary1.As2,NEW ZEALAND,2001,Subsector,3.  Agriculture
C. Grassland (4),3141.3977200371282,2.42877029820198,0.15598351681019,,Summary1.As2,NEW ZEALAND,2001,Subsector,3.  Agriculture
