GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),30621.252956305445,,,,,,Summary1.As1,NEW ZEALAND,2021,Subsector,1. Energy
                                           Sectoral approach(2),29718.28434136977,5.0913621232342,0.84327333039333,,,,Summary1.As1,NEW ZEALAND,2021,Subsector,1. Energy
1.  Energy industries,5384.649628195584,0.08423262961343,0.04293287164159,,,,Summary1.As1,NEW ZEALAND,2021,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,6205.077083834927,1.28389046515918,0.2174013121771,,,,Summary1.As1,NEW ZEALAND,2021,Subsector,1. Energy
3.  Transport,13733.39645501077,0.64619796279478,0.3572831536536,,,,Summary1.As1,NEW ZEALAND,2021,Subsector,1. Energy
4.  Other sectors,4395.161174328489,3.07704106566681,0.22565599292104,,,,Summary1.As1,NEW ZEALAND,2021,Subsector,1. Energy
B. Fugitive emissions from fuels,705.2084870572936,16.32082023238214,9.501758806e-05,,,,Summary1.As1,NEW ZEALAND,2021,Subsector,1. Energy
1.  Solid fuels,,2.497688558235,,,,,Summary1.As1,NEW ZEALAND,2021,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,705.2084870572936,13.82313167414714,9.501758806e-05,,,,Summary1.As1,NEW ZEALAND,2021,Subsector,1. Energy
A.  Mineral industry,529.2055811453044,,,,,,Summary1.As1,NEW ZEALAND,2021,Subsector,1. Energy
