GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level,Parent_Sector
E. Settlements (4),75.68497308961906,,2.3155103e-06,Summary1.As2,NEW ZEALAND,1990,Subsector,"4.  Land use, land-use change and forestry  (4)"
F. Other land (4),13.6615257120843,,0.00034789282575,Summary1.As2,NEW ZEALAND,1990,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-2481.2125676078545,,,Summary1.As2,NEW ZEALAND,1990,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,132.7280417053141,,Summary1.As2,NEW ZEALAND,1990,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,0.10951049230769,0.00657062953846,Summary1.As2,NEW ZEALAND,1990,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),158.91303351202288,5.09416626755796,0.09884872237232,Summary1.As2,NEW ZEALAND,1990,Subsector,"4.  Land use, land-use change and forestry  (4)"
D.  Wastewater treatment and discharge,,8.96150645905454,0.27507453195555,Summary1.As2,NEW ZEALAND,1990,Subsector,"4.  Land use, land-use change and forestry  (4)"
