GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs (1) (kt CO2 equivalent),Sheet,Country,Year,Level,Parent_Sector
A.  Enteric fermentation,,1100.2512794144754,,,Summary1.As2,NEW ZEALAND,1994,Subsector,3.  Agriculture
B.  Manure management,,31.70727944158019,0.1888571949479,,Summary1.As2,NEW ZEALAND,1994,Subsector,3.  Agriculture
D.  Agricultural soils,,,19.19998565407766,,Summary1.As2,NEW ZEALAND,1994,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,0.92104442344296,0.01618346560909,,Summary1.As2,NEW ZEALAND,1994,Subsector,3.  Agriculture
G. Liming,408.8740543127266,,,,Summary1.As2,NEW ZEALAND,1994,Subsector,3.  Agriculture
H. Urea application,91.53988057324841,,,,Summary1.As2,NEW ZEALAND,1994,Subsector,3.  Agriculture
A. Forest land (4),-20501.531179516925,0.71449325203444,0.89886927112133,,Summary1.As2,NEW ZEALAND,1994,Subsector,3.  Agriculture
B. Cropland (4),478.3205328995029,,0.03085663324316,,Summary1.As2,NEW ZEALAND,1994,Subsector,3.  Agriculture
C. Grassland (4),1029.7054232305711,2.47906042518664,0.15015616625775,,Summary1.As2,NEW ZEALAND,1994,Subsector,3.  Agriculture
