GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs (1) (kt CO2 equivalent),Sheet,Country,Year,Level,Parent_Sector
A.  Enteric fermentation,,1182.8334736554516,,,Summary1.As2,NEW ZEALAND,2006,Subsector,3.  Agriculture
B.  Manure management,,42.44235295900426,0.2488273103042,,Summary1.As2,NEW ZEALAND,2006,Subsector,3.  Agriculture
D.  Agricultural soils,,,23.0482660754242,,Summary1.As2,NEW ZEALAND,2006,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,0.82814291458417,0.01444091423253,,Summary1.As2,NEW ZEALAND,2006,Subsector,3.  Agriculture
G. Liming,507.5679667234408,,,,Summary1.As2,NEW ZEALAND,2006,Subsector,3.  Agriculture
H. Urea application,422.2557485691334,,,,Summary1.As2,NEW ZEALAND,2006,Subsector,3.  Agriculture
A. Forest land (4),-33455.63805514701,0.46841759703371,0.90166294269459,,Summary1.As2,NEW ZEALAND,2006,Subsector,3.  Agriculture
B. Cropland (4),625.5299832138669,,0.04842494663526,,Summary1.As2,NEW ZEALAND,2006,Subsector,3.  Agriculture
C. Grassland (4),13310.377302767287,3.91768411318762,0.23346030583504,,Summary1.As2,NEW ZEALAND,2006,Subsector,3.  Agriculture
