GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs (1) (kt CO2 equivalent),Sheet,Country,Year,Level,Parent_Sector
A.  Enteric fermentation,,1103.2319024804904,,,Summary1.As2,NEW ZEALAND,2008,Subsector,3.  Agriculture
B.  Manure management,,43.52630679397268,0.25894208069345,,Summary1.As2,NEW ZEALAND,2008,Subsector,3.  Agriculture
D.  Agricultural soils,,,22.43006626791376,,Summary1.As2,NEW ZEALAND,2008,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,0.84965994877142,0.01482681078999,,Summary1.As2,NEW ZEALAND,2008,Subsector,3.  Agriculture
G. Liming,502.30597559999984,,,,Summary1.As2,NEW ZEALAND,2008,Subsector,3.  Agriculture
H. Urea application,440.3317190370917,,,,Summary1.As2,NEW ZEALAND,2008,Subsector,3.  Agriculture
A. Forest land (4),-30852.48690333794,0.58318283108522,0.87550311090765,,Summary1.As2,NEW ZEALAND,2008,Subsector,3.  Agriculture
B. Cropland (4),495.85585445876376,,0.04912613967516,,Summary1.As2,NEW ZEALAND,2008,Subsector,3.  Agriculture
C. Grassland (4),4553.77897380084,2.47401603972062,0.1647796266826,,Summary1.As2,NEW ZEALAND,2008,Subsector,3.  Agriculture
