GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs (1) (kt CO2 equivalent),Sheet,Country,Year,Level,Parent_Sector
A.  Enteric fermentation,,1169.2225653024452,,,Summary1.As2,NEW ZEALAND,2004,Subsector,3.  Agriculture
B.  Manure management,,41.08126004973603,0.24864593748154,,Summary1.As2,NEW ZEALAND,2004,Subsector,3.  Agriculture
D.  Agricultural soils,,,23.67225616941537,,Summary1.As2,NEW ZEALAND,2004,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,0.73004240281718,0.01270680368009,,Summary1.As2,NEW ZEALAND,2004,Subsector,3.  Agriculture
G. Liming,551.8635025609321,,,,Summary1.As2,NEW ZEALAND,2004,Subsector,3.  Agriculture
H. Urea application,455.04476378495025,,,,Summary1.As2,NEW ZEALAND,2004,Subsector,3.  Agriculture
A. Forest land (4),-29810.992519172363,0.44163954283503,0.95360299025586,,Summary1.As2,NEW ZEALAND,2004,Subsector,3.  Agriculture
B. Cropland (4),549.9682275921551,,0.04551450608756,,Summary1.As2,NEW ZEALAND,2004,Subsector,3.  Agriculture
C. Grassland (4),6737.208202374916,2.51218523756982,0.18021191157722,,Summary1.As2,NEW ZEALAND,2004,Subsector,3.  Agriculture
