GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs (1) (kt CO2 equivalent),Sheet,Country,Year,Level,Parent_Sector
A.  Enteric fermentation,,1131.4004642779294,,,Summary1.As2,NEW ZEALAND,2015,Subsector,3.  Agriculture
B.  Manure management,,63.29041658240857,0.36578923999631,,Summary1.As2,NEW ZEALAND,2015,Subsector,3.  Agriculture
D.  Agricultural soils,,,24.24307199799325,,Summary1.As2,NEW ZEALAND,2015,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,0.61043300289268,0.01063476302694,,Summary1.As2,NEW ZEALAND,2015,Subsector,3.  Agriculture
G. Liming,442.0060318666666,,,,Summary1.As2,NEW ZEALAND,2015,Subsector,3.  Agriculture
H. Urea application,608.2314173913044,,,,Summary1.As2,NEW ZEALAND,2015,Subsector,3.  Agriculture
A. Forest land (4),-27556.720289560035,1.26192588333491,0.75466205104792,,Summary1.As2,NEW ZEALAND,2015,Subsector,3.  Agriculture
B. Cropland (4),409.9760104734503,,0.03464017817359,,Summary1.As2,NEW ZEALAND,2015,Subsector,3.  Agriculture
C. Grassland (4),6844.954859346012,1.83138034590223,0.12281406305032,,Summary1.As2,NEW ZEALAND,2015,Subsector,3.  Agriculture
