GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs (1) (kt CO2 equivalent),Sheet,Country,Year,Level,Parent_Sector
A.  Enteric fermentation,,1147.8523856055326,,,Summary1.As2,NEW ZEALAND,1997,Subsector,3.  Agriculture
B.  Manure management,,35.27086544523338,0.21053148706697,,Summary1.As2,NEW ZEALAND,1997,Subsector,3.  Agriculture
D.  Agricultural soils,,,20.43690097838536,,Summary1.As2,NEW ZEALAND,1997,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,1.0527809510003,0.01842123270795,,Summary1.As2,NEW ZEALAND,1997,Subsector,3.  Agriculture
G. Liming,440.2162998806545,,,,Summary1.As2,NEW ZEALAND,1997,Subsector,3.  Agriculture
H. Urea application,127.78898018593291,,,,Summary1.As2,NEW ZEALAND,1997,Subsector,3.  Agriculture
A. Forest land (4),-19878.94219944137,1.13663707541713,1.02580859249997,,Summary1.As2,NEW ZEALAND,1997,Subsector,3.  Agriculture
B. Cropland (4),487.19809524050135,,0.03520753129212,,Summary1.As2,NEW ZEALAND,1997,Subsector,3.  Agriculture
C. Grassland (4),1119.262470197556,2.29428830575204,0.14363526882203,,Summary1.As2,NEW ZEALAND,1997,Subsector,3.  Agriculture
