GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs (1) (kt CO2 equivalent),Sheet,Country,Year,Level,Parent_Sector
A.  Enteric fermentation,,1120.3671131462224,,,Summary1.As2,NEW ZEALAND,2017,Subsector,3.  Agriculture
B.  Manure management,,63.12049739759932,0.3691587505973,,Summary1.As2,NEW ZEALAND,2017,Subsector,3.  Agriculture
D.  Agricultural soils,,,24.56415951495925,,Summary1.As2,NEW ZEALAND,2017,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,0.7739715091247,0.01343139601596,,Summary1.As2,NEW ZEALAND,2017,Subsector,3.  Agriculture
G. Liming,378.826994584426,,,,Summary1.As2,NEW ZEALAND,2017,Subsector,3.  Agriculture
H. Urea application,588.2608695652175,,,,Summary1.As2,NEW ZEALAND,2017,Subsector,3.  Agriculture
A. Forest land (4),-23552.03765844893,0.52708395963347,0.6380620623725,,Summary1.As2,NEW ZEALAND,2017,Subsector,3.  Agriculture
B. Cropland (4),397.32387779527284,,0.02989851169882,,Summary1.As2,NEW ZEALAND,2017,Subsector,3.  Agriculture
C. Grassland (4),6748.897895401964,3.35525435251648,0.12243356080293,,Summary1.As2,NEW ZEALAND,2017,Subsector,3.  Agriculture
