GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs (1) (kt CO2 equivalent),Sheet,Country,Year,Level,Parent_Sector
A.  Enteric fermentation,,1105.8372178411198,,,Summary1.As2,NEW ZEALAND,2010,Subsector,3.  Agriculture
B.  Manure management,,48.79006610405489,0.2915149844307,,Summary1.As2,NEW ZEALAND,2010,Subsector,3.  Agriculture
D.  Agricultural soils,,,22.8763094602107,,Summary1.As2,NEW ZEALAND,2010,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,0.95943698768245,0.01664916414246,,Summary1.As2,NEW ZEALAND,2010,Subsector,3.  Agriculture
G. Liming,511.8350130666666,,,,Summary1.As2,NEW ZEALAND,2010,Subsector,3.  Agriculture
H. Urea application,449.3602776498194,,,,Summary1.As2,NEW ZEALAND,2010,Subsector,3.  Agriculture
A. Forest land (4),-31212.0626109785,0.6646023814941,0.86368292516892,,Summary1.As2,NEW ZEALAND,2010,Subsector,3.  Agriculture
B. Cropland (4),481.40565794110483,,0.04615773216394,,Summary1.As2,NEW ZEALAND,2010,Subsector,3.  Agriculture
C. Grassland (4),7464.4119234360505,2.98556796866455,0.15799559762005,,Summary1.As2,NEW ZEALAND,2010,Subsector,3.  Agriculture
