GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),465373.67023550934,,,,,,Summary1.As1,CAN,1998,Subsector,1. Energy
                                           Sectoral approach(2),470140.3250773054,197.77759936680943,29.35001190373785,,,,Summary1.As1,CAN,1998,Subsector,1. Energy
1.  Energy industries,176886.7180957124,71.37389345038225,3.21439873104026,,,,Summary1.As1,CAN,1998,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,75485.44323739856,7.53392724800056,2.02520301449173,,,,Summary1.As1,CAN,1998,Subsector,1. Energy
3.  Transport,134244.75508716318,39.66799771028894,21.83273240436206,,,,Summary1.As1,CAN,1998,Subsector,1. Energy
4.  Other sectors,83262.27101871204,79.19504608334852,2.27034126310194,,,,Summary1.As1,CAN,1998,Subsector,1. Energy
5.  Other,261.1376383192368,0.00673487478917,0.00733649074186,,,,Summary1.As1,CAN,1998,Subsector,1. Energy
B. Fugitive emissions from fuels,17992.047750708272,2134.4031200310046,0.33060121351837,,,,Summary1.As1,CAN,1998,Subsector,1. Energy
1.  Solid fuels,,78.9396459584867,,,,,Summary1.As1,CAN,1998,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,17992.047750708272,2055.463474072518,0.33060121351837,,,,Summary1.As1,CAN,1998,Subsector,1. Energy
