GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),478145.13526281767,,,,,,Summary1.As1,CAN,2021,Subsector,1. Energy
                                           Sectoral approach(2),478262.63592361426,196.28627545709716,16.26310828402897,,,,Summary1.As1,CAN,2021,Subsector,1. Energy
1.  Energy industries,173856.21754976374,95.02538482616313,3.37660948167238,,,,Summary1.As1,CAN,2021,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,65225.525211822554,5.72687663397581,2.58757622505614,,,,Summary1.As1,CAN,2021,Subsector,1. Energy
3.  Transport,145995.0665751878,33.43369567619177,7.26173957132199,,,,Summary1.As1,CAN,2021,Subsector,1. Energy
4.  Other sectors,92906.9779959016,62.0895756853763,3.02943598451772,,,,Summary1.As1,CAN,2021,Subsector,1. Energy
5.  Other,278.8485909385709,0.01074263539016,0.00774702146074,,,,Summary1.As1,CAN,2021,Subsector,1. Energy
B. Fugitive emissions from fuels,17163.511071025314,1515.5036724713943,0.38913564153776,,,,Summary1.As1,CAN,2021,Subsector,1. Energy
1.  Solid fuels,,47.04497399740035,,,,,Summary1.As1,CAN,2021,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,17163.511071025314,1468.458698473994,0.38913564153776,,,,Summary1.As1,CAN,2021,Subsector,1. Energy
C. CO2 Transport and storage,0.6467347,,,,,,Summary1.As1,CAN,2021,Subsector,1. Energy
