GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),512901.14362387493,,,,,,Summary1.As1,CAN,2005,Subsector,1. Energy
                                           Sectoral approach(2),515549.7809571619,220.59453420087922,29.40859163359608,,,,Summary1.As1,CAN,2005,Subsector,1. Energy
1.  Energy industries,204120.8865325296,107.62019404338392,3.98350049056613,,,,Summary1.As1,CAN,2005,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,68589.64444166678,6.53894535466236,2.1724275844493,,,,Summary1.As1,CAN,2005,Subsector,1. Energy
3.  Transport,150500.24168493287,40.36301904415116,20.89246995933663,,,,Summary1.As1,CAN,2005,Subsector,1. Energy
4.  Other sectors,92055.18500372863,66.0666981191613,2.35227283994466,,,,Summary1.As1,CAN,2005,Subsector,1. Energy
5.  Other,283.82329430400796,0.00567763952048,0.00792075929936,,,,Summary1.As1,CAN,2005,Subsector,1. Energy
B. Fugitive emissions from fuels,15669.511929211292,2171.5550974701996,0.33624965098829,,,,Summary1.As1,CAN,2005,Subsector,1. Energy
1.  Solid fuels,,55.69166236100402,,,,,Summary1.As1,CAN,2005,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,15669.511929211292,2115.8634351091955,0.33624965098829,,,,Summary1.As1,CAN,2005,Subsector,1. Energy
C. CO2 Transport and storage,0.0854,,,,,,Summary1.As1,CAN,2005,Subsector,1. Energy
