GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),521369.0099859685,,,,,,Summary1.As1,CAN,2003,Subsector,1. Energy
                                           Sectoral approach(2),520969.0085235196,219.65907478160912,31.15605409406912,,,,Summary1.As1,CAN,2003,Subsector,1. Energy
1.  Energy industries,211993.34864718482,110.31746557853941,4.09185728779301,,,,Summary1.As1,CAN,2003,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,70314.87542716776,6.70811576856124,2.02768421288108,,,,Summary1.As1,CAN,2003,Subsector,1. Energy
3.  Transport,141965.30783568136,40.1542666279745,22.67970648080614,,,,Summary1.As1,CAN,2003,Subsector,1. Energy
4.  Other sectors,96364.6157368048,62.47257235687089,2.34754955470695,,,,Summary1.As1,CAN,2003,Subsector,1. Energy
5.  Other,330.8608766808861,0.00665444966307,0.00925655788194,,,,Summary1.As1,CAN,2003,Subsector,1. Energy
B. Fugitive emissions from fuels,15498.767233597539,2099.121911885489,0.35020390867466,,,,Summary1.As1,CAN,2003,Subsector,1. Energy
1.  Solid fuels,,56.2842214385918,,,,,Summary1.As1,CAN,2003,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,15498.767233597539,2042.8376904468973,0.35020390867466,,,,Summary1.As1,CAN,2003,Subsector,1. Energy
C. CO2 Transport and storage,0.0854,,,,,,Summary1.As1,CAN,2003,Subsector,1. Energy
