GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),518333.54462052684,,,,,,Summary1.As1,CAN,2019,Subsector,1. Energy
                                           Sectoral approach(2),521090.8698302879,210.51479951743914,17.85118986682204,,,,Summary1.As1,CAN,2019,Subsector,1. Energy
1.  Energy industries,186248.519628591,99.39601343944608,3.58494082819074,,,,Summary1.As1,CAN,2019,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,69529.8294733148,6.06328040342818,2.67810503542799,,,,Summary1.As1,CAN,2019,Subsector,1. Energy
3.  Transport,164733.64829972244,34.88173464459754,8.36020667333401,,,,Summary1.As1,CAN,2019,Subsector,1. Energy
4.  Other sectors,100239.91463754248,70.16036903303684,3.21845201129603,,,,Summary1.As1,CAN,2019,Subsector,1. Energy
5.  Other,338.9577911171998,0.01340199693048,0.00948531857327,,,,Summary1.As1,CAN,2019,Subsector,1. Energy
B. Fugitive emissions from fuels,15905.036122397883,1934.857753455207,0.37357165102769,,,,Summary1.As1,CAN,2019,Subsector,1. Energy
1.  Solid fuels,,55.76070367331977,,,,,Summary1.As1,CAN,2019,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,15905.036122397883,1879.0970497818873,0.37357165102769,,,,Summary1.As1,CAN,2019,Subsector,1. Energy
C. CO2 Transport and storage,0.27566463,,,,,,Summary1.As1,CAN,2019,Subsector,1. Energy
