GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),1219591.889671744,,,,,,Summary1.As1,JAPAN,2006,Subsector,1. Energy
                                           Sectoral approach(2),1195732.2580678507,59.27529210550439,24.54730617968323,,,,Summary1.As1,JAPAN,2006,Subsector,1. Energy
1.  Energy industries,440696.59858369327,10.50125997872384,7.09418813463453,,,,Summary1.As1,JAPAN,2006,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,332062.1688766834,18.82335198594023,6.14032627231538,,,,Summary1.As1,JAPAN,2006,Subsector,1. Energy
3.  Transport,235338.10885729673,9.24886761180632,8.85310747324655,,,,Summary1.As1,JAPAN,2006,Subsector,1. Energy
4.  Other sectors,187635.3817501774,20.701812529034,2.45968429948677,,,,Summary1.As1,JAPAN,2006,Subsector,1. Energy
B. Fugitive emissions from fuels,554.7075828830124,41.08539872528907,0.003755382334,,,,Summary1.As1,JAPAN,2006,Subsector,1. Energy
1.  Solid fuels,2.18635571266435,27.54179424736482,0.0033876,,,,Summary1.As1,JAPAN,2006,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,552.521227170348,13.54360447792425,0.000367782334,,,,Summary1.As1,JAPAN,2006,Subsector,1. Energy
A.  Mineral industry,41069.21738760519,,,,,,Summary1.As1,JAPAN,2006,Subsector,1. Energy
