GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),1199409.457590572,,,,,,Summary1.As1,JAPAN,2011,Subsector,1. Energy
                                           Sectoral approach(2),1204735.6326306846,45.86348212020893,21.83277268050913,,,,Summary1.As1,JAPAN,2011,Subsector,1. Energy
1.  Energy industries,534790.1262207302,11.59941292511293,7.60679815865799,,,,Summary1.As1,JAPAN,2011,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,300078.5823284715,17.5450759600326,5.77055047770661,,,,Summary1.As1,JAPAN,2011,Subsector,1. Energy
3.  Transport,217137.95480887164,6.62651536109041,6.52546996842247,,,,Summary1.As1,JAPAN,2011,Subsector,1. Energy
4.  Other sectors,152728.9692726112,10.09247787397299,1.92995407572206,,,,Summary1.As1,JAPAN,2011,Subsector,1. Energy
B. Fugitive emissions from fuels,479.25364310635456,35.99390045228914,0.002833291472,,,,Summary1.As1,JAPAN,2011,Subsector,1. Energy
1.  Solid fuels,2.28276593956183,23.39970759990064,0.002498136,,,,Summary1.As1,JAPAN,2011,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,476.9708771667927,12.5941928523885,0.000335155472,,,,Summary1.As1,JAPAN,2011,Subsector,1. Energy
A.  Mineral industry,32983.4116297601,,,,,,Summary1.As1,JAPAN,2011,Subsector,1. Energy
