GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),1167312.9803857086,,,,,,Summary1.As1,JAPAN,2015,Subsector,1. Energy
                                           Sectoral approach(2),1163462.1461730746,45.79905727307777,21.48622592561155,,,,Summary1.As1,JAPAN,2015,Subsector,1. Energy
1.  Energy industries,527290.9681811574,11.07483585634406,8.01379105153723,,,,Summary1.As1,JAPAN,2015,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,288073.0788674849,21.04016961542107,5.82330601653297,,,,Summary1.As1,JAPAN,2015,Subsector,1. Energy
3.  Transport,208875.29650901878,5.46417374211911,5.5923946791725,,,,Summary1.As1,JAPAN,2015,Subsector,1. Energy
4.  Other sectors,139222.80261541368,8.21987805919353,2.05673417836885,,,,Summary1.As1,JAPAN,2015,Subsector,1. Energy
B. Fugitive emissions from fuels,426.9699894951283,32.62104068965503,0.002347621142,,,,Summary1.As1,JAPAN,2015,Subsector,1. Energy
1.  Solid fuels,2.74088561339905,21.9520370653095,0.0020692,,,,Summary1.As1,JAPAN,2015,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,424.22910388172926,10.66900362434553,0.000278421142,,,,Summary1.As1,JAPAN,2015,Subsector,1. Energy
A.  Mineral industry,33525.53569403894,,,,,,Summary1.As1,JAPAN,2015,Subsector,1. Energy
