GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),1205074.6667584516,,,,,,Summary1.As1,JAPAN,2008,Subsector,1. Energy
                                           Sectoral approach(2),1164436.7104902442,58.43583220495934,23.46825230857809,,,,Summary1.As1,JAPAN,2008,Subsector,1. Energy
1.  Energy industries,471726.17772538465,10.81568182173614,7.14329466354088,,,,Summary1.As1,JAPAN,2008,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,301247.0456788205,20.23877497711132,6.16632412556844,,,,Summary1.As1,JAPAN,2008,Subsector,1. Energy
3.  Transport,224864.80483726814,7.88871183322043,7.88814516943311,,,,Summary1.As1,JAPAN,2008,Subsector,1. Energy
4.  Other sectors,166598.682248771,19.49266357289145,2.27048835003566,,,,Summary1.As1,JAPAN,2008,Subsector,1. Energy
B. Fugitive emissions from fuels,566.8557644470694,39.23141323428994,0.003373300384,,,,Summary1.As1,JAPAN,2008,Subsector,1. Energy
1.  Solid fuels,2.22299774564836,24.95124134732819,0.002984592,,,,Summary1.As1,JAPAN,2008,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,564.6327667014211,14.28017188696175,0.000388708384,,,,Summary1.As1,JAPAN,2008,Subsector,1. Energy
A.  Mineral industry,37327.80957385086,,,,,,Summary1.As1,JAPAN,2008,Subsector,1. Energy
