GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level
1. Energy,15527.28599249419,2.03424840697212,0.19417120301746,,,Summary1.As1,ESTONIA,2015,Sector
2.  Industrial processes and product use,287.1290752948377,,0.012978228125,216.43078824850508,0.0001030938206,Summary1.As1,ESTONIA,2015,Sector
