GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
International bunkers,367.69940822518714,0.029930683234,0.00975443955687,Summary1.As3,ESTONIA,2001,Sector
CO2 emissions from biomass,2527.1649266666664,,,Summary1.As3,ESTONIA,2001,Sector
Long-term storage of C in waste disposal sites,2053.52927460358,,,Summary1.As3,ESTONIA,2001,Sector
