GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level
1. Energy,17456.369398706895,3.26630039458894,0.15246564295924,,,Summary1.As1,ESTONIA,1995,Sector
2.  Industrial processes and product use,597.7281533694555,,0.02026163819502,26.48875495031643,0.00013484075,Summary1.As1,ESTONIA,1995,Sector
