GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level
1. Energy,18330.7879725187,2.20055793549779,0.192734563167,,,Summary1.As1,ESTONIA,2014,Sector
2.  Industrial processes and product use,487.85421511504995,,0.013085409375,211.45287418294188,9.67685506e-05,Summary1.As1,ESTONIA,2014,Sector
