GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
International bunkers,725.001346513823,0.0552923151115,0.0190870382864,Summary1.As3,ESTONIA,2011,Sector
CO2 emissions from biomass,3762.2990148302415,,,Summary1.As3,ESTONIA,2011,Sector
Long-term storage of C in waste disposal sites,2541.04956676853,,,Summary1.As3,ESTONIA,2011,Sector
