GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level
1. Energy,16755.334598113495,2.90429479107895,0.17476841276216,,,Summary1.As1,ESTONIA,2003,Sector
2.  Industrial processes and product use,488.36725588527855,,0.0217173046575,99.70914609948068,5.694092556e-05,Summary1.As1,ESTONIA,2003,Sector
