GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),SF6 (kt),Sheet,Country,Year,Level
Total national emissions and removals,61345.38529423885,337.67360961153855,29.84150541708019,0.00186,Summary1.As1,DENMARK,1990,Total
