GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
International bunkers,196.12593000000004,0.00137151,0.00548604,Summary1.As3,BLR,2002,Sector
CO2 emissions from biomass,4462.416,,,Summary1.As3,BLR,2002,Sector
Indirect N2O,,,4.3803284157415,Summary1.As3,BLR,2002,Sector
