GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
3.  Agriculture,1963.2251466666667,437.6274750934107,42.41144548950344,Summary1.As2,BLR,1992,Sector
"4.  Land use, land-use change and forestry  (4)",-28652.440318056983,5.713004672,0.4282415712,Summary1.As2,BLR,1992,Sector
5.  Waste,20.33930291398486,163.353805496989,0.47255192788034,Summary1.As2,BLR,1992,Sector
