GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
3.  Agriculture,873.73242,320.7264057459691,33.09665462812366,Summary1.As2,BLR,1999,Sector
"4.  Land use, land-use change and forestry  (4)",-33429.05475800517,0.6345552,0.08452442,Summary1.As2,BLR,1999,Sector
5.  Waste,22.3539542452753,166.67988278219468,0.51762653169133,Summary1.As2,BLR,1999,Sector
