GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
International bunkers,330.45012,0.00231084,0.00924336,Summary1.As3,BLR,1993,Sector
CO2 emissions from biomass,1188.992,,,Summary1.As3,BLR,1993,Sector
Indirect N2O,,,6.80207924778176,Summary1.As3,BLR,1993,Sector
