GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,56223.37882467154,125.16567924598947,1.41161324744,,,,Summary1.As1,BLR,2012,Sector
2.  Industrial processes and product use,4983.078332615874,3.22844386,2.4779772234578,113.04055920443885,15.02724693904467,0.000275139372,Summary1.As1,BLR,2012,Sector
