GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,56143.0080141381,129.54052800298211,1.79372116424,,,,Summary1.As1,BLR,2010,Sector
2.  Industrial processes and product use,4901.206009420129,3.022564,2.64601728900855,80.63393051179885,16.08608486794651,0.000271013612,Summary1.As1,BLR,2010,Sector
