GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level
International bunkers,2881.62636,0.08971,0.07501,,,,Summary1.As3,FINLAND,2015,Sector
CO2 emissions from biomass,37209.271859968,,,,,,Summary1.As3,FINLAND,2015,Sector
CO2 captured,139.08514990686027,,,,,,Summary1.As3,FINLAND,2015,Sector
Long-term storage of C in waste disposal sites,54482.3348,,,,,,Summary1.As3,FINLAND,2015,Sector
Indirect N2O,,,0.623626,,,,Summary1.As3,FINLAND,2015,Sector
Indirect CO2,54.939397577,,,,,,Summary1.As3,FINLAND,2015,Sector
International bunkers,2853.65521,0.087424,0.0743439,,,,Summary1.As3,FINLAND,2016,Sector
CO2 emissions from biomass,38464.354048129,,,,,,Summary1.As3,FINLAND,2016,Sector
CO2 captured,138.44675318739246,,,,,,Summary1.As3,FINLAND,2016,Sector
Long-term storage of C in waste disposal sites,54533.6587,,,,,,Summary1.As3,FINLAND,2016,Sector
Indirect N2O,,,0.602094,,,,Summary1.As3,FINLAND,2016,Sector
Indirect CO2,55.300950456,,,,,,Summary1.As3,FINLAND,2016,Sector
International bunkers,3191.79581,0.109143288,0.08278,,,,Summary1.As3,FINLAND,2017,Sector
CO2 emissions from biomass,40417.949802901,,,,,,Summary1.As3,FINLAND,2017,Sector
CO2 captured,133.41619076316215,,,,,,Summary1.As3,FINLAND,2017,Sector
Long-term storage of C in waste disposal sites,54561.7263,,,,,,Summary1.As3,FINLAND,2017,Sector
Indirect N2O,,,0.582749,,,,Summary1.As3,FINLAND,2017,Sector
Indirect CO2,53.378552576,,,,,,Summary1.As3,FINLAND,2017,Sector
International bunkers,3399.7334,0.10089,0.0887608,,,,Summary1.As3,FINLAND,2018,Sector
CO2 emissions from biomass,41594.349077121005,,,,,,Summary1.As3,FINLAND,2018,Sector
CO2 captured,134.98948323748928,,,,,,Summary1.As3,FINLAND,2018,Sector
Long-term storage of C in waste disposal sites,54595.0016,,,,,,Summary1.As3,FINLAND,2018,Sector
Indirect N2O,,,0.562675,,,,Summary1.As3,FINLAND,2018,Sector
Indirect CO2,53.616061482,,,,,,Summary1.As3,FINLAND,2018,Sector
International bunkers,3619.35807,0.103345886,0.0947259,,,,Summary1.As3,FINLAND,2019,Sector
CO2 emissions from biomass,42272.887082477,,,,,,Summary1.As3,FINLAND,2019,Sector
CO2 captured,124.28319520037724,,,,,,Summary1.As3,FINLAND,2019,Sector
Long-term storage of C in waste disposal sites,54623.2434,,,,,,Summary1.As3,FINLAND,2019,Sector
Indirect N2O,,,0.529667,,,,Summary1.As3,FINLAND,2019,Sector
Indirect CO2,53.359182793,,,,,,Summary1.As3,FINLAND,2019,Sector
International bunkers,1848.98,0.087429489,0.0467395,,,,Summary1.As3,FINLAND,2020,Sector
CO2 emissions from biomass,39478.823243234,,,,,,Summary1.As3,FINLAND,2020,Sector
CO2 captured,101.51131963939086,,,,,,Summary1.As3,FINLAND,2020,Sector
Long-term storage of C in waste disposal sites,54646.4758,,,,,,Summary1.As3,FINLAND,2020,Sector
Indirect N2O,,,0.459459,,,,Summary1.As3,FINLAND,2020,Sector
Indirect CO2,65.948146914,,,,,,Summary1.As3,FINLAND,2020,Sector
International bunkers,1701.4584699999998,0.076826667,0.0432746,,,,Summary1.As3,FINLAND,2021,Sector
CO2 emissions from biomass,45558.012773273,,,,,,Summary1.As3,FINLAND,2021,Sector
CO2 captured,96.65550871904728,,,,,,Summary1.As3,FINLAND,2021,Sector
Long-term storage of C in waste disposal sites,54663.0481,,,,,,Summary1.As3,FINLAND,2021,Sector
Indirect N2O,,,0.457125,,,,Summary1.As3,FINLAND,2021,Sector
Indirect CO2,56.562105249,,,,,,Summary1.As3,FINLAND,2021,Sector
