SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) GREENHOUSE GAS SOURCE AND SINK CATEGORIES,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) Net CO2 emissions/removals (kt),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) CH4,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) N2O,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) HFCs(1) (kt CO2 equivalent),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) PFCs(1),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) Unspecified mix of HFCs and PFCs(1),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) SF6 (kt),SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) NF3,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) NOx,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) CO,SUMMARY 1.A  SUMMARY REPORT FOR NATIONAL GREENHOUSE GAS INVENTORIES (Sheet 1 of 3) NMVOC,Inventory 1990 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,SourceFile,YearFromFilename,Inventory 1991 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1992 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1993 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1994 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1995 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1996 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1997 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1998 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 1999 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2000 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2001 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2002 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2003 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2004 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2005 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2006 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2007 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2008 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2009 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2010 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2011 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2012 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2013 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2014 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2015 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2016 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2017 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2018 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2019 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2020 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Inventory 2021 Submission 2023 v2 UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2
5.  Other,3166.5322696586522,0.08429763190853,0.11316434227197,,,,,,23.31762514204714,6.92184269725348,1.26559571031482,,GBR_2023_2003_13042023_165408.xlsx,2023,,,,,,,,,,,,,6.10722676010492,,,,,,,,,,,,,,,,,,
B. Fugitive emissions from fuels,5563.202784421118,516.2651552116237,0.12638151234824,,,,,,3.34085282750259,23.11144141282091,349.8772581925225,,GBR_2023_2003_13042023_165408.xlsx,2023,,,,,,,,,,,,,8.83768204858975,,,,,,,,,,,,,,,,,,
1.  Solid fuels,185.4220100464746,233.3197148838864,0.000148068,,,,,,0.26815238893617,12.05333106690891,50.32363531972665,,GBR_2023_2003_13042023_165408.xlsx,2023,,,,,,,,,,,,,7.45350061771377,,,,,,,,,,,,,,,,,,
2.  Oil and natural gas and other emissions from energy production,5377.780774374643,282.9454403277373,0.12623344434824,,,,,,3.07270043856642,11.058110345912,299.55362287279587,,GBR_2023_2003_13042023_165408.xlsx,2023,,,,,,,,,,,,,1.38418143087598,,,,,,,,,,,,,,,,,,
C. CO2 Transport and storage,,,,,,,,,,,,,GBR_2023_2003_13042023_165408.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.  Industrial processes and product use,35973.581220554006,6.77772284233984,11.49272387900357,8797.697475213592,321.2956096285321,"NO,NE",0.0565918238966,1.933081782e-05,21.29804280105931,395.44873172061955,549.2620857861734,,GBR_2023_2003_13042023_165408.xlsx,2023,,,,,,,,,,,,,49.91621548885014,,,,,,,,,,,,,,,,,,
A.  Mineral industry,8755.38977855664,,,,,,,,,2.4179501241282,1.32785839003497,,GBR_2023_2003_13042023_165408.xlsx,2023,,,,,,,,,,,,,16.2767481989588,,,,,,,,,,,,,,,,,,
B.  Chemical industry,6528.977953824418,4.89410478982462,9.39120180971151,2069.5187332,69.13449510647553,,,,6.82762785878203,51.43277542562491,50.66478691892228,,GBR_2023_2003_13042023_165408.xlsx,2023,,,,,,,,,,,,,10.69541687934624,,,,,,,,,,,,,,,,,,
C.  Metal industry,19617.068326759472,1.266079752277,0.0559244752277,,116.31441728488196,,0.0267698144,,12.83941942124125,329.9907436051683,3.31011939757796,,GBR_2023_2003_13042023_165408.xlsx,2023,,,,,,,,,,,,,17.9183393114895,,,,,,,,,,,,,,,,,,
D.  Non-energy products from fuels and solvent use ,1072.1451614134724,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",400.46745428318025,,GBR_2023_2003_13042023_165408.xlsx,2023,,,,,,,,,,,,,1.97372965698355,,,,,,,,,,,,,,,,,,
E.  Electronic industry ,,,,14.02703195186846,"NO,NE,IE","NO,NE","NO,NE,IE",1.933081782e-05,,,,,GBR_2023_2003_13042023_165408.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.  Product uses as substitutes for ODS,,,,6714.151710061723,4.7391121176303,,,,,,,,GBR_2023_2003_13042023_165408.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.  Other product manufacture and use ,,,2.04559759406436,,131.10758511954432,,0.0298220094966,,0.1050048,3.2143136,0.28234624,,GBR_2023_2003_13042023_165408.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.  Other(3),"IE,NE,NO",0.61753830023822,,,,,,,1.52599072103603,8.39294896569815,93.20952055645802,,GBR_2023_2003_13042023_165408.xlsx,2023,,,,,,,,,,,,,3.05198144207205,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,GBR_2023_2003_13042023_165408.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,GBR_2023_2003_13042023_165408.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total national emissions and removals,571948.500800855,3792.249823994491,91.36188886184772,7917.718776473689,407.081950631323,"NO,NE",0.04750396522097,1.795263565e-05,1774.205091117942,3450.6334845330143,1326.1336226263104,,GBR_2023_2004_13042023_165500.xlsx,2023,,,,,,,,,,,,,,907.8678663091316,,,,,,,,,,,,,,,,,
1. Energy,535874.7025984254,565.2589187571984,10.54871559463337,,,,,,1718.2755431154462,2995.164760572568,655.5300108971107,,GBR_2023_2004_13042023_165500.xlsx,2023,,,,,,,,,,,,,,857.7351955655139,,,,,,,,,,,,,,,,,
A. Fuel combustion     Reference approach(2),528838.4949048988,,,,,,,,,,,,GBR_2023_2004_13042023_165500.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                                           Sectoral approach(2),530255.8261122069,61.24799655714571,10.41824552321753,,,,,,1715.0763044763098,2976.0445399032833,350.2916878107442,,GBR_2023_2004_13042023_165500.xlsx,2023,,,,,,,,,,,,,,847.4975909893161,,,,,,,,,,,,,,,,,
1.  Energy industries,213547.9715601416,13.66764653347398,3.94483157846815,,,,,,473.31021060621396,99.47162026435794,6.7118033034617,,GBR_2023_2004_13042023_165500.xlsx,2023,,,,,,,,,,,,,,582.6050316976797,,,,,,,,,,,,,,,,,
2.  Manufacturing industries and construction                          ,65104.96295712645,3.10407884876896,0.83266088367871,,,,,,236.4746190877262,456.2082555387006,25.23119465198729,,GBR_2023_2004_13042023_165500.xlsx,2023,,,,,,,,,,,,,,111.14008678738257,,,,,,,,,,,,,,,,,
3.  Transport,131251.35397829188,17.41127983779829,4.80194142934535,,,,,,806.3911704591277,2005.0996490401865,275.99171878863604,,GBR_2023_2004_13042023_165500.xlsx,2023,,,,,,,,,,,,,,77.09967082126693,,,,,,,,,,,,,,,,,
4.  Other sectors,117293.96665281379,26.98635758556226,0.72774931363555,,,,,,174.44865596278174,408.76734994691134,41.11316396055898,,GBR_2023_2004_13042023_165500.xlsx,2023,,,,,,,,,,,,,,69.9219323491749,,,,,,,,,,,,,,,,,
5.  Other,3057.57096383321,0.07863375154222,0.11106231808977,,,,,,24.45164836046027,6.49766511312692,1.24380710610018,,GBR_2023_2004_13042023_165500.xlsx,2023,,,,,,,,,,,,,,6.73086933381197,,,,,,,,,,,,,,,,,
B. Fugitive emissions from fuels,5618.876486218556,504.0109222000527,0.13047007141584,,,,,,3.19923863913645,19.12022066928492,305.2383230863665,,GBR_2023_2004_13042023_165500.xlsx,2023,,,,,,,,,,,,,,10.23760457619785,,,,,,,,,,,,,,,,,
1.  Solid fuels,227.727799444994,209.56127845179378,0.000253692,,,,,,0.34156744042553,7.90238501722939,41.03425751535308,,GBR_2023_2004_13042023_165500.xlsx,2023,,,,,,,,,,,,,,8.87394510545837,,,,,,,,,,,,,,,,,
2.  Oil and natural gas and other emissions from energy production,5391.148686773562,294.4496437482589,0.13021637941584,,,,,,2.85767119871092,11.21783565205553,264.2040655710134,,GBR_2023_2004_13042023_165500.xlsx,2023,,,,,,,,,,,,,,1.36365947073948,,,,,,,,,,,,,,,,,
C. CO2 Transport and storage,,,,,,,,,,,,,GBR_2023_2004_13042023_165500.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.  Industrial processes and product use,37405.59760832267,6.20504703382807,14.56326623839524,7917.718776473689,407.081950631323,"NO,NE",0.04750396522097,1.795263565e-05,21.1391734984795,388.53284608756843,535.5549864681032,,GBR_2023_2004_13042023_165500.xlsx,2023,,,,,,,,,,,,,,49.16652463126308,,,,,,,,,,,,,,,,,
A.  Mineral industry,9062.972208091227,,,,,,,,,2.38084717945298,1.34468145943721,,GBR_2023_2004_13042023_165500.xlsx,2023,,,,,,,,,,,,,,16.463029574069,,,,,,,,,,,,,,,,,
B.  Chemical industry,6594.918539923172,4.33681530982506,12.08990160698251,442.0548908,111.9658918176859,,,,7.07845005610629,43.3297753095084,41.92941012560484,,GBR_2023_2004_13042023_165500.xlsx,2023,,,,,,,,,,,,,,9.35493609132745,,,,,,,,,,,,,,,,,
C.  Metal industry,20007.67740154801,1.26058072771011,0.05818107277101,,160.50066999851563,,0.01547043992,,12.42837807441162,331.26575447481827,3.65494693327196,,GBR_2023_2004_13042023_165500.xlsx,2023,,,,,,,,,,,,,,18.2083349096609,,,,,,,,,,,,,,,,,
D.  Non-energy products from fuels and solvent use ,1740.029458760258,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",395.7587259204055,,GBR_2023_2004_13042023_165500.xlsx,2023,,,,,,,,,,,,,,2.08090612028254,,,,,,,,,,,,,,,,,
E.  Electronic industry ,,,,13.93945840139448,"NO,NE,IE","NO,NE","NO,NE,IE",1.795263565e-05,,,,,GBR_2023_2004_13042023_165500.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.  Product uses as substitutes for ODS,,,,7461.724427272295,4.11760907625297,,,,,,,,GBR_2023_2004_13042023_165500.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.  Other product manufacture and use ,,,2.41518355864172,,130.4977797388685,,0.03203352530097,,0.1026864,3.1433448,0.27611232,,GBR_2023_2004_13042023_165500.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.  Other(3),"IE,NE,NO",0.6076509962929,,,,,,,1.52965896796159,8.41312432378877,92.5911097093837,,GBR_2023_2004_13042023_165500.xlsx,2023,,,,,,,,,,,,,,3.05931793592319,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,GBR_2023_2004_13042023_165500.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,GBR_2023_2004_13042023_165500.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total national emissions and removals,568441.0823483546,3616.8859147390417,87.7989264444471,8677.174859644147,366.13838284421047,"NO,NE",0.04480063068911,2.049949448e-05,1751.8679645179084,3266.1997809568675,1240.7652792150652,,GBR_2023_2005_13042023_165552.xlsx,2023,,,,,,,,,,,,,,,789.3378702763698,,,,,,,,,,,,,,,,
1. Energy,533765.6345130343,492.31197591309655,10.33784718108434,,,,,,1696.8005197802986,2803.055185769608,582.2238740930072,,GBR_2023_2005_13042023_165552.xlsx,2023,,,,,,,,,,,,,,,740.0738529876385,,,,,,,,,,,,,,,,
A. Fuel combustion     Reference approach(2),529805.0368135716,,,,,,,,,,,,GBR_2023_2005_13042023_165552.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                                           Sectoral approach(2),527767.0914892529,56.34581935137691,10.19032271811935,,,,,,1693.511797958002,2783.0167221769866,308.0521051383122,,GBR_2023_2005_13042023_165552.xlsx,2023,,,,,,,,,,,,,,,730.8925697881887,,,,,,,,,,,,,,,,
1.  Energy industries,213862.09407176732,13.82099701742705,4.04662244990484,,,,,,492.94892085248233,105.19857586855161,6.37847848460667,,GBR_2023_2005_13042023_165552.xlsx,2023,,,,,,,,,,,,,,,470.9402556915186,,,,,,,,,,,,,,,,
2.  Manufacturing industries and construction                          ,66049.36977833149,2.89438819095705,0.79590702398832,,,,,,233.93953135441038,540.9367320601634,27.27034225927073,,GBR_2023_2005_13042023_165552.xlsx,2023,,,,,,,,,,,,,,,115.45885900088194,,,,,,,,,,,,,,,,
3.  Transport,131936.74624610224,15.86533291667078,4.5564887933769,,,,,,773.268922850642,1779.6796532395256,235.6736934160111,,GBR_2023_2005_13042023_165552.xlsx,2023,,,,,,,,,,,,,,,76.87328301705647,,,,,,,,,,,,,,,,
4.  Other sectors,113072.54980830329,23.69120376610375,0.68835811581667,,,,,,171.2502684714961,351.10337589886973,37.57737316806965,,GBR_2023_2005_13042023_165552.xlsx,2023,,,,,,,,,,,,,,,61.51049805199689,,,,,,,,,,,,,,,,
5.  Other,2846.3315847485546,0.07389746021828,0.10294633503262,,,,,,22.10415442897113,6.09838510987622,1.15221781035403,,GBR_2023_2005_13042023_165552.xlsx,2023,,,,,,,,,,,,,,,6.10967402673478,,,,,,,,,,,,,,,,
B. Fugitive emissions from fuels,5998.543023781423,435.96615656171963,0.14752446296499,,,,,,3.28872182229676,20.0384635926217,274.171768954695,,GBR_2023_2005_13042023_165552.xlsx,2023,,,,,,,,,,,,,,,9.18128319944979,,,,,,,,,,,,,,,,
1.  Solid fuels,161.446352564963,154.7600592095866,0.0001429812,,,,,,0.23668573450685,7.42555677367044,31.68676580245786,,GBR_2023_2005_13042023_165552.xlsx,2023,,,,,,,,,,,,,,,7.91807500316381,,,,,,,,,,,,,,,,
2.  Oil and natural gas and other emissions from energy production,5837.096671216459,281.20609735213304,0.14738148176499,,,,,,3.05203608778991,12.61290681895126,242.48500315223714,,GBR_2023_2005_13042023_165552.xlsx,2023,,,,,,,,,,,,,,,1.26320819628598,,,,,,,,,,,,,,,,
C. CO2 Transport and storage,,,,,,,,,,,,,GBR_2023_2005_13042023_165552.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.  Industrial processes and product use,36182.829288987385,5.37330211544787,12.32065621231824,8677.174859644147,366.13838284421047,"NO,NE",0.04480063068911,2.049949448e-05,21.16168496631431,388.80054335292505,526.4954467438736,,GBR_2023_2005_13042023_165552.xlsx,2023,,,,,,,,,,,,,,,48.32550473930476,,,,,,,,,,,,,,,,
A.  Mineral industry,9021.22289645468,,,,,,,,,4.10245097954052,1.95285428872973,,GBR_2023_2005_13042023_165552.xlsx,2023,,,,,,,,,,,,,,,17.1685425914134,,,,,,,,,,,,,,,,
B.  Chemical industry,6380.462418097132,3.74248600458543,9.50985495045854,446.23983184,136.84720111050413,,,,6.47874367570624,33.84838461035275,39.4142610423741,,GBR_2023_2005_13042023_165552.xlsx,2023,,,,,,,,,,,,,,,7.19273043797381,,,,,,,,,,,,,,,,
C.  Metal industry,20265.218732113626,1.11663824469567,0.05628532346957,,103.85345696783337,,0.0103364275,,13.03245686945679,339.3001006466998,3.87199385659253,,GBR_2023_2005_13042023_165552.xlsx,2023,,,,,,,,,,,,,,,19.15806683005453,,,,,,,,,,,,,,,,
D.  Non-energy products from fuels and solvent use ,515.9252423219475,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",390.52361752842256,,GBR_2023_2005_13042023_165552.xlsx,2023,,,,,,,,,,,,,,,1.70207643756047,,,,,,,,,,,,,,,,
E.  Electronic industry ,,,,16.48511973542861,"NO,NE,IE","NO,NE","NO,NE,IE",2.049949448e-05,,,,,GBR_2023_2005_13042023_165552.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.  Product uses as substitutes for ODS,,,,8214.449908068718,3.20394859362821,,,,,,,,GBR_2023_2005_13042023_165552.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.  Other product manufacture and use ,,,2.75451593839013,,122.23377617224476,,0.03446420318911,,0.0984402,3.0133639,0.26469476,,GBR_2023_2005_13042023_165552.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.  Other(3),"IE,NE,NO",0.51417786616677,,,,,,,1.55204422115128,8.53624321633202,90.4680252677547,,GBR_2023_2005_13042023_165552.xlsx,2023,,,,,,,,,,,,,,,3.10408844230255,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,GBR_2023_2005_13042023_165552.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,GBR_2023_2005_13042023_165552.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total national emissions and removals,565670.0399673455,3448.0306923570392,84.13912809202536,9521.972974739243,362.03979637913653,"NO,NE",0.03715701028218,2.210571764e-05,1700.1317205931416,3105.5544256009907,1184.2774161507846,,GBR_2023_2006_13042023_165645.xlsx,2023,,,,,,,,,,,,,,,,747.8021170743987,,,,,,,,,,,,,,,
1. Energy,531156.247797999,458.1738269887002,10.13175071932281,,,,,,1646.5966111565715,2611.5834363158056,529.666646499622,,GBR_2023_2006_13042023_165645.xlsx,2023,,,,,,,,,,,,,,,,697.4615068503578,,,,,,,,,,,,,,,
A. Fuel combustion     Reference approach(2),527401.9000583675,,,,,,,,,,,,GBR_2023_2006_13042023_165645.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                                           Sectoral approach(2),525926.5192912907,52.55840057039441,10.00256935384755,,,,,,1643.419929757313,2589.395443326926,274.92390816280613,,GBR_2023_2006_13042023_165645.xlsx,2023,,,,,,,,,,,,,,,,688.3043652247105,,,,,,,,,,,,,,,
1.  Energy industries,219820.61498148125,12.15343723647459,4.1333343351548,,,,,,499.8289159401107,105.25989737378148,6.51952378247704,,GBR_2023_2006_13042023_165645.xlsx,2023,,,,,,,,,,,,,,,,447.77586807682184,,,,,,,,,,,,,,,
2.  Manufacturing industries and construction                          ,63250.505277016346,2.89961256764717,0.80632351268472,,,,,,219.09236681239656,571.760722845501,28.30329961514185,,GBR_2023_2006_13042023_165645.xlsx,2023,,,,,,,,,,,,,,,,104.29600133580462,,,,,,,,,,,,,,,
3.  Transport,131430.92442351562,14.26299441391264,4.26452525436126,,,,,,740.977137407985,1566.1014540254039,201.9624375804249,,GBR_2023_2006_13042023_165645.xlsx,2023,,,,,,,,,,,,,,,,72.41742118487618,,,,,,,,,,,,,,,
4.  Other sectors,107950.81847497495,23.14744669571742,0.67582313467796,,,,,,160.20703909761937,338.50898039289837,36.77165330674369,,GBR_2023_2006_13042023_165645.xlsx,2023,,,,,,,,,,,,,,,,57.51355705413091,,,,,,,,,,,,,,,
5.  Other,3473.656134302542,0.09490965664259,0.12256311696881,,,,,,23.31447049920144,7.76438868934127,1.36699387801866,,GBR_2023_2006_13042023_165645.xlsx,2023,,,,,,,,,,,,,,,,6.30151757307695,,,,,,,,,,,,,,,
B. Fugitive emissions from fuels,5229.728506708197,405.6154264183058,0.12918136547526,,,,,,3.1766813992586,22.18799298887954,254.74273833681582,,GBR_2023_2006_13042023_165645.xlsx,2023,,,,,,,,,,,,,,,,9.15714162564725,,,,,,,,,,,,,,,
1.  Solid fuels,190.86835144793253,139.90052844194332,0.00015648552,,,,,,0.2428948498,11.27102903324,30.90539643104875,,GBR_2023_2006_13042023_165645.xlsx,2023,,,,,,,,,,,,,,,,8.20462673681861,,,,,,,,,,,,,,,
2.  Oil and natural gas and other emissions from energy production,5038.860155260264,265.71489797636247,0.12902487995526,,,,,,2.9337865494586,10.91696395563954,223.83734190576706,,GBR_2023_2006_13042023_165645.xlsx,2023,,,,,,,,,,,,,,,,0.95251488882864,,,,,,,,,,,,,,,
C. CO2 Transport and storage,,,,,,,,,,,,,GBR_2023_2006_13042023_165645.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.  Industrial processes and product use,36537.47656932215,5.44668113687737,10.45477653350334,9521.972974739243,362.03979637913653,"NO,NE",0.03715701028218,2.210571764e-05,20.95473462199163,424.8593044467934,524.3539735716133,,GBR_2023_2006_13042023_165645.xlsx,2023,,,,,,,,,,,,,,,,49.438583528494,,,,,,,,,,,,,,,
A.  Mineral industry,9026.264373546564,,,,,,,,,4.57816914090432,3.02231273177344,,GBR_2023_2006_13042023_165645.xlsx,2023,,,,,,,,,,,,,,,,18.3661039886401,,,,,,,,,,,,,,,
B.  Chemical industry,5952.015142199488,3.43501293396053,7.63861019339605,393.65208525,111.9658918176859,,,,6.0111835192307,37.21066259145982,33.04115021426252,,GBR_2023_2006_13042023_165645.xlsx,2023,,,,,,,,,,,,,,,,5.79562584921995,,,,,,,,,,,,,,,
C.  Metal industry,21037.654038338864,1.17679210566445,0.05278889856645,,133.11553090574344,,0.012011154,,13.2785505375875,371.49282600597536,3.52704585008873,,GBR_2023_2006_13042023_165645.xlsx,2023,,,,,,,,,,,,,,,,20.37468192591828,,,,,,,,,,,,,,,
D.  Non-energy products from fuels and solvent use ,521.5430152372323,"NO,IE","NO,NE,IE",,,,,,"NO,IE","NO,IE",394.17843881875405,,GBR_2023_2006_13042023_165645.xlsx,2023,,,,,,,,,,,,,,,,1.7649254343688,,,,,,,,,,,,,,,
E.  Electronic industry ,,,,18.78715774976547,"NO,NE,IE","NO,NE","NO,NE,IE",2.210571764e-05,,,,,GBR_2023_2006_13042023_165645.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.  Product uses as substitutes for ODS,,,,9109.533731739477,2.28425379747406,,,,,,,,GBR_2023_2006_13042023_165645.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.  Other product manufacture and use ,,,2.76337744154084,,114.67411985823314,,0.02514585628218,,0.0963774,2.9502193,0.25914812,,GBR_2023_2006_13042023_165645.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.  Other(3),"IE,NE,NO",0.83487609725239,,,,,,,1.56862316517343,8.62742740845389,90.32587783673463,,GBR_2023_2006_13042023_165645.xlsx,2023,,,,,,,,,,,,,,,,3.13724633034687,,,,,,,,,,,,,,,
,,,,,,,,,,,,,GBR_2023_2006_13042023_165645.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: All footnotes for this table are given at the end of the table on sheet 3.,,,,,,,,,,,,,GBR_2023_2006_13042023_165645.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total national emissions and removals,557124.5530986828,3295.300347539717,84.18463560901452,9964.982765223729,264.93432439613827,"NO,NE",0.03533789528807,2.287057689e-05,1630.4012464689638,3068.3946718195198,1141.6148996719487,,GBR_2023_2007_13042023_165737.xlsx,2023,,,,,,,,,,,,,,,,,656.0755730119519,,,,,,,,,,,,,,
1. Energy,521469.4019720987,437.18250199446715,9.70437584022109,,,,,,1576.1404195968983,2582.0590600728606,498.1456017564252,,GBR_2023_2007_13042023_165737.xlsx,2023,,,,,,,,,,,,,,,,,606.7722194862217,,,,,,,,,,,,,,
A. Fuel combustion     Reference approach(2),515136.99080913264,,,,,,,,,,,,GBR_2023_2007_13042023_165737.xlsx,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                                           Sectoral approach(2),516047.9367646219,50.44401124870181,9.56666663501946,,,,,,1573.3148130669927,2558.900733241306,253.9087578857088,,GBR_2023_2007_13042023_165737.xlsx,2023,,,,,,,,,,,,,,,,,595.3011935063124,,,,,,,,,,,,,,
1.  Energy industries,214775.86753509182,12.51559861068633,3.88160017301821,,,,,,466.4688695372122,104.59278602240418,4.92913897548675,,GBR_2023_2007_13042023_165737.xlsx,2023,,,,,,,,,,,,,,,,,373.2472552641233,,,,,,,,,,,,,,
