GREENHOUSE GAS SOURCE AND SINK CATEGORIES,CO2 (kt),CH4,N2O,HFCs (1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level,Parent_Sector
A.  Enteric fermentation,,961.2429804953747,,,,,,,,,,,2000,Subsector,3.  Agriculture
B.  Manure management,,163.22545804680806,11.22586829166089,,,,,,,,75.63684000023439,,2000,Subsector,3.  Agriculture
C.  Rice cultivation,,NO,,,,,,,,,NO,,2000,Subsector,3.  Agriculture
D.  Agricultural soils,,NE,47.89173855553407,,,,,,32.85041382330336,NE,43.74230963332369,,2000,Subsector,3.  Agriculture
E.  Prescribed burning of savannas,,NO,NO,,,,,,NO,NO,NO,,2000,Subsector,3.  Agriculture
F.  Field burning of agricultural residues,,NO,NO,,,,,,NO,NO,NO,,2000,Subsector,3.  Agriculture
G. Liming,827.425445409049,,,,,,,,,,,,2000,Subsector,3.  Agriculture
H. Urea application,142.29494956550886,,,,,,,,,,,,2000,Subsector,3.  Agriculture
